#t                         ExternalField.h_x         ExternalField.h_y         ExternalField.h_z         m_x                       m_y                       m_z                   
+1.588999999999990e-08    +0.000000000000000e+00    +1.580607528626553e+06    +0.000000000000000e+00    +1.189532727593055e-09    +9.999764460628885e-01    -2.242956273146406e-09
+1.589999999999990e-08    +0.000000000000000e+00    +1.581602247020905e+06    +0.000000000000000e+00    +4.703310460271641e-10    +9.999764311084853e-01    -6.358048917738412e-10
+1.590999999999990e-08    +0.000000000000000e+00    +1.582596965415258e+06    +0.000000000000000e+00    +1.619485782241365e-09    +9.999764176478461e-01    -3.011581296714678e-10
+1.591999999999990e-08    +0.000000000000000e+00    +1.583591683809611e+06    +0.000000000000000e+00    +1.586942473097109e-09    +9.999764053410797e-01    +8.711231555477425e-10
+1.592999999999990e-08    +0.000000000000000e+00    +1.584586402203964e+06    +0.000000000000000e+00    +1.484592570762508e-09    +9.999763874607833e-01    +1.565966599584914e-09
+1.593999999999990e-08    +0.000000000000000e+00    +1.585581120598317e+06    +0.000000000000000e+00    +4.493220021519921e-10    +9.999763746031209e-01    +4.198911235869101e-09
+1.594999999999990e-08    +0.000000000000000e+00    +1.586575838992670e+06    +0.000000000000000e+00    +2.007249431767927e-10    +9.999763563560251e-01    -7.066450983914381e-10
+1.595999999999991e-08    +0.000000000000000e+00    +1.587570557387023e+06    +0.000000000000000e+00    +3.071646834654257e-09    +9.999763422245003e-01    -1.729933520162312e-09
+1.596999999999991e-08    +0.000000000000000e+00    +1.588565275781375e+06    +0.000000000000000e+00    +2.132246308104239e-09    +9.999763264115362e-01    -1.183250937011286e-09
+1.597999999999991e-08    +0.000000000000000e+00    +1.589559994175729e+06    +0.000000000000000e+00    +1.424812633972426e-09    +9.999763096200646e-01    -5.401530049976823e-10
+1.598999999999991e-08    +0.000000000000000e+00    +1.590554712570082e+06    +0.000000000000000e+00    +3.763888076630210e-09    +9.999762971676047e-01    +1.395071854254085e-09
+1.599999999999991e-08    +0.000000000000000e+00    +1.591549430964434e+06    +0.000000000000000e+00    +1.665216040152197e-09    +9.999762805637967e-01    +6.807113144408691e-10
+1.600999999999991e-08    +0.000000000000000e+00    +1.592544149358787e+06    +0.000000000000000e+00    +7.983164235945354e-10    +9.999762645980713e-01    +5.280076422192947e-10
+1.601999999999991e-08    +0.000000000000000e+00    +1.593538867753140e+06    +0.000000000000000e+00    +1.433626894505432e-09    +9.999762485889893e-01    +7.368200711255658e-09
+1.602999999999992e-08    +0.000000000000000e+00    +1.594533586147493e+06    +0.000000000000000e+00    +4.826248637447740e-10    +9.999762289288514e-01    +1.459813357787271e-09
+1.603999999999992e-08    +0.000000000000000e+00    +1.595528304541846e+06    +0.000000000000000e+00    +3.097734598302867e-10    +9.999762131095553e-01    +2.561142990413215e-09
+1.604999999999992e-08    +0.000000000000000e+00    +1.596523022936199e+06    +0.000000000000000e+00    -9.358493756855661e-10    +9.999761979320960e-01    +1.827709443999404e-09
+1.605999999999992e-08    +0.000000000000000e+00    +1.597517741330552e+06    +0.000000000000000e+00    -1.092234109827310e-09    +9.999761814549833e-01    +1.342039342532766e-09
+1.606999999999992e-08    +0.000000000000000e+00    +1.598512459724905e+06    +0.000000000000000e+00    -3.501305069004068e-09    +9.999761648945998e-01    +1.123698156253649e-09
+1.607999999999992e-08    +0.000000000000000e+00    +1.599507178119258e+06    +0.000000000000000e+00    -5.330600869592287e-09    +9.999761487374312e-01    -1.091270156260245e-09
+1.608999999999992e-08    +0.000000000000000e+00    +1.600501896513611e+06    +0.000000000000000e+00    -1.433631983133229e-09    +9.999761368204613e-01    -1.253695651491874e-09
+1.609999999999993e-08    +0.000000000000000e+00    +1.601496614907964e+06    +0.000000000000000e+00    -8.075585923278859e-10    +9.999761236817534e-01    -1.037529868260152e-09
+1.610999999999993e-08    +0.000000000000000e+00    +1.602491333302316e+06    +0.000000000000000e+00    -7.427311677459804e-10    +9.999761100038306e-01    +1.847728423970406e-09
+1.611999999999993e-08    +0.000000000000000e+00    +1.603486051696670e+06    +0.000000000000000e+00    -5.898528113489006e-09    +9.999760962796056e-01    +3.102145426942964e-09
+1.612999999999993e-08    +0.000000000000000e+00    +1.604480770091023e+06    +0.000000000000000e+00    -1.765724692066973e-09    +9.999760809185393e-01    +8.942735866611314e-10
+1.613999999999993e-08    +0.000000000000000e+00    +1.605475488485375e+06    +0.000000000000000e+00    -1.686431296462857e-09    +9.999760657003780e-01    +5.252268666037139e-10
+1.614999999999993e-08    +0.000000000000000e+00    +1.606470206879728e+06    +0.000000000000000e+00    -8.304471824914119e-10    +9.999760489890676e-01    +2.849026596199085e-10
+1.615999999999993e-08    +0.000000000000000e+00    +1.607464925274081e+06    +0.000000000000000e+00    -7.245028094457197e-09    +9.999760297447441e-01    -2.927188700966916e-09
+1.616999999999994e-08    +0.000000000000000e+00    +1.608459643668434e+06    +0.000000000000000e+00    -1.103061886688484e-09    +9.999760107766938e-01    -2.244594380085032e-10
+1.617999999999994e-08    +0.000000000000000e+00    +1.609454362062787e+06    +0.000000000000000e+00    -3.404695767297741e-09    +9.999759958994321e-01    -3.838510230731952e-09
+1.618999999999994e-08    +0.000000000000000e+00    +1.610449080457140e+06    +0.000000000000000e+00    -1.542398207178779e-11    +9.999759806454765e-01    +8.311009846020049e-11
+1.619999999999994e-08    +0.000000000000000e+00    +1.611443798851493e+06    +0.000000000000000e+00    +1.186591458218445e-09    +9.999759681028829e-01    +1.285718002570307e-10
+1.620999999999994e-08    +0.000000000000000e+00    +1.612438517245845e+06    +0.000000000000000e+00    +6.181241952444282e-09    +9.999759513105282e-01    +7.237111283931284e-09
+1.621999999999994e-08    +0.000000000000000e+00    +1.613433235640198e+06    +0.000000000000000e+00    +9.717646034218485e-10    +9.999759360980534e-01    +9.825535568653325e-10
+1.622999999999994e-08    +0.000000000000000e+00    +1.614427954034552e+06    +0.000000000000000e+00    +2.506353645495003e-10    +9.999759228175297e-01    +2.431235416315194e-09
+1.623999999999995e-08    +0.000000000000000e+00    +1.615422672428905e+06    +0.000000000000000e+00    -2.642324448681367e-09    +9.999759049344362e-01    +7.505968201332678e-09
+1.624999999999995e-08    +0.000000000000000e+00    +1.616417390823257e+06    +0.000000000000000e+00    -2.882577509296626e-10    +9.999758869181399e-01    +1.139677656243429e-09
+1.625999999999995e-08    +0.000000000000000e+00    +1.617412109217610e+06    +0.000000000000000e+00    -1.005657496797754e-09    +9.999758708774810e-01    +1.129930637163107e-09
+1.626999999999995e-08    +0.000000000000000e+00    +1.618406827611964e+06    +0.000000000000000e+00    -2.408266017971435e-10    +9.999758573940178e-01    +1.292919710254352e-10
+1.627999999999995e-08    +0.000000000000000e+00    +1.619401546006316e+06    +0.000000000000000e+00    -1.808179075137465e-09    +9.999758418309014e-01    -4.568569861579353e-10
+1.628999999999995e-08    +0.000000000000000e+00    +1.620396264400669e+06    +0.000000000000000e+00    -5.975815553244881e-10    +9.999758227978486e-01    -6.558048382999910e-11
+1.629999999999995e-08    +0.000000000000000e+00    +1.621390982795022e+06    +0.000000000000000e+00    -1.102007006090902e-09    +9.999758077210888e-01    -6.155783430046408e-10
+1.630999999999996e-08    +0.000000000000000e+00    +1.622385701189375e+06    +0.000000000000000e+00    -4.485415438572643e-10    +9.999757921321875e-01    -4.726374197328440e-10
+1.631999999999996e-08    +0.000000000000000e+00    +1.623380419583728e+06    +0.000000000000000e+00    +2.998409903327505e-12    +9.999757786691690e-01    +2.775205043809999e-10
+1.632999999999996e-08    +0.000000000000000e+00    +1.624375137978081e+06    +0.000000000000000e+00    -9.550822742733116e-10    +9.999757617577242e-01    +1.205591209791998e-09
+1.633999999999996e-08    +0.000000000000000e+00    +1.625369856372434e+06    +0.000000000000000e+00    -6.434266516631157e-09    +9.999757453208806e-01    +3.072946082771817e-09
+1.634999999999996e-08    +0.000000000000000e+00    +1.626364574766786e+06    +0.000000000000000e+00    -1.989169390881855e-09    +9.999757293855810e-01    +9.354066724910377e-10
+1.635999999999996e-08    +0.000000000000000e+00    +1.627359293161139e+06    +0.000000000000000e+00    -2.277672736698357e-09    +9.999757127286764e-01    +3.331108582002386e-10
+1.636999999999996e-08    +0.000000000000000e+00    +1.628354011555493e+06    +0.000000000000000e+00    -1.114252392657641e-09    +9.999756959449660e-01    +1.405817260477181e-10
+1.637999999999997e-08    +0.000000000000000e+00    +1.629348729949845e+06    +0.000000000000000e+00    -3.460296534109521e-09    +9.999756776313697e-01    -6.050766392100608e-10
+1.638999999999997e-08    +0.000000000000000e+00    +1.630343448344198e+06    +0.000000000000000e+00    -6.216880570360987e-10    +9.999756619816363e-01    -1.396109220152949e-10
+1.639999999999997e-08    +0.000000000000000e+00    +1.631338166738551e+06    +0.000000000000000e+00    -1.711315758353115e-09    +9.999756463385447e-01    -2.534542569466308e-09
+1.640999999999997e-08    +0.000000000000000e+00    +1.632332885132904e+06    +0.000000000000000e+00    -1.298788225073298e-09    +9.999756302711365e-01    -1.707851449715053e-09
+1.641999999999997e-08    +0.000000000000000e+00    +1.633327603527257e+06    +0.000000000000000e+00    -5.509253194608193e-10    +9.999756148817619e-01    -8.706477019394289e-09
+1.642999999999997e-08    +0.000000000000000e+00    +1.634322321921610e+06    +0.000000000000000e+00    -2.769305223239806e-10    +9.999755981473516e-01    -9.585359578078302e-10
+1.643999999999997e-08    +0.000000000000000e+00    +1.635317040315963e+06    +0.000000000000000e+00    +5.955984252015355e-10    +9.999755820660206e-01    -4.551611257558158e-09
+1.644999999999998e-08    +0.000000000000000e+00    +1.636311758710316e+06    +0.000000000000000e+00    +3.697597479556681e-10    +9.999755656332712e-01    -2.785274624185828e-09
+1.645999999999998e-08    +0.000000000000000e+00    +1.637306477104669e+06    +0.000000000000000e+00    +2.534920921027624e-09    +9.999755499512926e-01    -4.742657416261742e-09
+1.646999999999998e-08    +0.000000000000000e+00    +1.638301195499022e+06    +0.000000000000000e+00    +1.864903084595965e-09    +9.999755317366551e-01    -3.398541598776339e-09
+1.647999999999998e-08    +0.000000000000000e+00    +1.639295913893375e+06    +0.000000000000000e+00    +1.999041877662883e-09    +9.999755142339003e-01    -3.296542208758456e-09
+1.648999999999998e-08    +0.000000000000000e+00    +1.640290632287727e+06    +0.000000000000000e+00    +1.140112386849841e-09    +9.999754969866306e-01    -1.342068001412184e-09
+1.649999999999998e-08    +0.000000000000000e+00    +1.641285350682080e+06    +0.000000000000000e+00    +9.718321518546113e-10    +9.999754790445134e-01    -1.105172614677852e-09
+1.650999999999998e-08    +0.000000000000000e+00    +1.642280069076433e+06    +0.000000000000000e+00    +2.352451776366602e-09    +9.999754652233659e-01    -1.375659995146235e-09
+1.651999999999999e-08    +0.000000000000000e+00    +1.643274787470786e+06    +0.000000000000000e+00    +1.392205970437403e-09    +9.999754495111542e-01    -8.198542937390067e-10
+1.652999999999999e-08    +0.000000000000000e+00    +1.644269505865138e+06    +0.000000000000000e+00    +5.358171140715311e-09    +9.999754341296189e-01    -5.199726972353992e-10
+1.653999999999999e-08    +0.000000000000000e+00    +1.645264224259492e+06    +0.000000000000000e+00    +7.573625421619465e-10    +9.999754167194965e-01    -1.792876512933356e-10
+1.654999999999999e-08    +0.000000000000000e+00    +1.646258942653846e+06    +0.000000000000000e+00    +4.352465038328488e-09    +9.999753978935502e-01    +8.205188145456369e-10
+1.655999999999999e-08    +0.000000000000000e+00    +1.647253661048198e+06    +0.000000000000000e+00    +6.784748888315775e-10    +9.999753803944641e-01    -1.844065623265164e-11
+1.656999999999999e-08    +0.000000000000000e+00    +1.648248379442551e+06    +0.000000000000000e+00    +6.983559396203439e-10    +9.999753646780338e-01    +5.147268217909979e-10
+1.657999999999999e-08    +0.000000000000000e+00    +1.649243097836904e+06    +0.000000000000000e+00    +1.238049234029024e-09    +9.999753480897560e-01    +2.018374213253793e-09
+1.659000000000000e-08    +0.000000000000000e+00    +1.650237816231257e+06    +0.000000000000000e+00    +3.031289489727489e-10    +9.999753299128915e-01    +8.396884049468250e-09
+1.660000000000000e-08    +0.000000000000000e+00    +1.651232534625609e+06    +0.000000000000000e+00    +2.557516772629500e-10    +9.999753122669299e-01    +1.218285242700023e-09
+1.661000000000000e-08    +0.000000000000000e+00    +1.652227253019962e+06    +0.000000000000000e+00    +1.443825989965479e-10    +9.999752952963992e-01    +3.869183385655234e-10
+1.662000000000000e-08    +0.000000000000000e+00    +1.653221971414316e+06    +0.000000000000000e+00    -2.441840425037287e-10    +9.999752780441898e-01    +8.972711116844537e-10
+1.663000000000000e-08    +0.000000000000000e+00    +1.654216689808668e+06    +0.000000000000000e+00    -1.135453048991531e-09    +9.999752619269074e-01    +1.301577641000193e-09
+1.664000000000000e-08    +0.000000000000000e+00    +1.655211408203021e+06    +0.000000000000000e+00    -4.171393258354327e-10    +9.999752469978196e-01    +1.621872268917170e-10
+1.665000000000000e-08    +0.000000000000000e+00    +1.656206126597374e+06    +0.000000000000000e+00    -7.861109219944617e-10    +9.999752326954006e-01    -2.535256756751006e-10
+1.666000000000000e-08    +0.000000000000000e+00    +1.657200844991727e+06    +0.000000000000000e+00    -1.549966196007790e-09    +9.999752161467829e-01    -1.062157252506520e-09
+1.667000000000001e-08    +0.000000000000000e+00    +1.658195563386079e+06    +0.000000000000000e+00    -2.832951222583753e-09    +9.999752014847882e-01    -5.168985772481903e-09
+1.668000000000001e-08    +0.000000000000000e+00    +1.659190281780433e+06    +0.000000000000000e+00    -5.972470699187906e-10    +9.999751827119757e-01    -6.677678798550262e-10
+1.669000000000001e-08    +0.000000000000000e+00    +1.660185000174786e+06    +0.000000000000000e+00    -7.871056254509362e-10    +9.999751657711371e-01    -3.329519820228450e-09
+1.670000000000001e-08    +0.000000000000000e+00    +1.661179718569138e+06    +0.000000000000000e+00    -1.146518564195930e-10    +9.999751518135369e-01    -2.455284249926285e-10
+1.671000000000001e-08    +0.000000000000000e+00    +1.662174436963492e+06    +0.000000000000000e+00    +2.354036696234183e-10    +9.999751345489829e-01    -8.987460752102128e-10
+1.672000000000001e-08    +0.000000000000000e+00    +1.663169155357845e+06    +0.000000000000000e+00    +6.600076635756226e-10    +9.999751221587789e-01    -5.115814526633621e-10
+1.673000000000001e-08    +0.000000000000000e+00    +1.664163873752198e+06    +0.000000000000000e+00    +3.940167450603774e-09    +9.999751059598954e-01    +1.546435307082738e-11
+1.674000000000002e-08    +0.000000000000000e+00    +1.665158592146550e+06    +0.000000000000000e+00    +1.652792439481576e-09    +9.999750912043577e-01    +4.051023566167719e-10
